#OTU ID	Leaf-Ctrl2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100.2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Ctrl-2	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2	Taxonomy
OTU10018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	SS|0.8900|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10019	0	0	0	0	0	0	0	0	0	0	0	24	21	114	66	94	57	72	122	SS|1.0000|DQ062742_S000537534;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU1002	0	0	0	0	0	0	0	0	0	0	0	20	5	33	17	20	13	40	21	SS|1.0000|EF457456_S000834881;k:Bacteria
OTU10021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	SS|0.9800|AY359283_S000408383;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella
OTU10022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	GSL|80.6|AB450762_S001572357;k:Bacteria
OTU10023	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU10024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	GS|80.6|AY184360_S000400333;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfobacterales,f:Desulfobacteraceae,g:Desulfatibacillum;
OTU10026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	SS|1.0000|EF687743_S000893518;k:Bacteria
OTU10028	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	GS|79.8|AF093427_S000543676;k:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales",f:Oscillochloridaceae,g:Oscillochloris;
OTU1003	0	0	0	0	0	0	0	0	0	0	0	6	5	41	30	20	25	14	29	SS|0.9900|GU291295_S001873846;k:Bacteria,p:"Bacteroidetes"
OTU10031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	SS|0.9000|AY193196_S000401347;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU10033	0	0	0	0	0	0	0	0	0	0	0	1	4	3	2	3	8	2	3	SS|1.0000|KC867694_S003811167;k:Bacteria
OTU10034	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU10035	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	SS|1.0000|AB362263_S001093310;k:Bacteria,p:"Bacteroidetes"
OTU10036	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	SS|0.9900|EU135023_S000933617;k:Bacteria,p:"Armatimonadetes",c:Chthonomonadetes,o:Chthonomonadales,f:Chthonomonadaceae,g:Chthonomonas/Armatimonadetes_gp3
OTU10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	GSL|81.8|AB109438_S000125078;k:Bacteria,p:"Chloroflexi",c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae
OTU1004	0	0	0	0	0	0	0	0	0	0	0	19	4	51	36	33	60	32	49	SS|0.8300|FR774778_S002350910;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,g:Chryseolinea
OTU10040	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	2	0	2	2	SS|1.0000|HF558377_S003722568;k:Bacteria
OTU10041	0	0	0	0	0	0	0	0	0	0	0	3	6	2	4	8	1	3	8	SS|1.0000|EF457359_S000834784;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16
OTU10042	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	SS|0.9700|AF082791_S000428568;k:Bacteria,p:"Proteobacteria"
OTU10044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	SS|1.0000|EF457388_S000834813;k:Bacteria
OTU10047	0	0	1	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|DQ347958_S000641302;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU10049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	SS|1.0000|AJ390482_S000126915;k:Bacteria
OTU1005	0	0	0	0	0	0	0	0	0	0	0	3	5	59	13	4	8	9	18	GS|100.0|AM409365_S000749908;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Kaistia;
OTU10050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	SS|1.0000|AJ292759_S000130039;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio
OTU10051	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU10052	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	1	SS|0.9500|EF103128_S000769323;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU10053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	SS|1.0000|AB072735_S000251887;k:Bacteria
OTU10054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	SS|1.0000|KC867694_S003811167;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10056	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	SS|1.0000|AJ390480_S000128202;k:Bacteria,p:Latescibacteria,g:Latescibacteria_genera_incertae_sedis
OTU10058	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	4	SS|1.0000|D86513_S000011943;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU1006	0	0	0	0	0	0	0	0	0	0	0	36	4	45	17	39	30	24	29	SS|0.9900|FR774778_S002350910;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales
OTU10060	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	SS|0.8200|AJ292687_S000017618;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis
OTU10061	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	SS|1.0000|KM229740_S004224532;k:Bacteria,p:"Bacteroidetes"
OTU10062	0	0	0	0	0	0	0	0	0	0	0	34	5	9	21	23	5	22	34	SS|0.9800|AY771747_S000925802;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU10063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	SS|0.9100|CP001359_S004068953;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU10064	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	2	SS|1.0000|KJ634465_S004217796;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU10067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	GS|0.0|None;No hit
OTU10068	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	GS|97.2|AJ811588_S000367196;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Myxococcaceae,g:Corallococcus;
OTU10069	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	SS|1.0000|EF457456_S000834881;k:Bacteria
OTU1007	0	0	0	0	0	0	0	0	0	0	0	9	5	22	3	22	15	17	29	GS|98.0|GU117702_S001745410;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,g:Ohtaekwangia;
OTU10070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	GS|85.8|KC735148_S003804358;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas;
OTU10071	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	GS|72.3|AY987368_S000527997;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Dokdonella;
OTU10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	SS|0.9500|AJ563935_S000352297;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU10074	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	SS|0.9300|KF986715_S003929420;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales"
OTU10079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	GS|98.8|KF040589_S003806906;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_1,g:Bacillus;
OTU1008	0	0	0	0	0	0	0	0	0	0	0	1	31	7	2	18	10	12	18	SS|1.0000|KJ634465_S004217796;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU10080	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	GS|81.0|AF465604_S000394569;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Acidithiobacillales,f:Acidithiobacillaceae,g:Acidithiobacillus;
OTU10082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	GS|78.5|AJ550617_S000263801;k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Erysipelothrix;
OTU10084	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	SS|0.8600|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas
OTU10085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	SS|0.8300|DQ768123_S000722026;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU10086	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|AB490809_S001587408;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
OTU10087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	SS|1.0000|EU135021_S000933615;k:Bacteria
OTU10088	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	4	4	3	5	SS|0.9900|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10089	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	SS|0.9400|JF831047_S002913776;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU1009	0	0	0	0	0	0	0	0	0	0	0	12	18	50	9	28	32	25	35	GS|97.2|AF245017_S000498898;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Crossiella;
OTU10090	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	SS|0.9500|AJ241004_S000022634;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp22,g:Gp22
OTU10091	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	4	GS|97.2|AJ292571_S000019775;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp3,g:Gp3;
OTU10092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	SS|1.0000|AY234519_S000403452;k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis
OTU10093	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	SS|0.8200|AF084854_S000365691;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae
OTU10094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	SS|1.0000|AY193187_S000401338;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU10095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	SS|0.8600|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	SS|0.9400|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10097	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	SS|0.9800|AY193196_S000401347;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU10098	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|DQ347958_S000641302;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU101	0	84	1869	31	0	36	78	292	24	0	0	11	0	2	0	9	2	1	2	GS|0.0|None;No hit
OTU1010	0	0	0	0	0	0	0	0	0	0	0	12	15	32	17	56	48	49	63	SS|1.0000|JX986970_S003749488;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU10100	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2	5	0	4	5	SS|0.9700|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10101	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	SS|0.8700|AJ252626_S000040852;k:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis
OTU10102	0	0	0	0	0	0	0	0	0	0	0	9	100	17	1	24	31	17	13	SS|1.0000|AY289397_S000405866;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp10,g:Gp10
OTU10103	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	SS|1.0000|EU135021_S000933615;k:Bacteria
OTU10106	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	0	SS|0.8000|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1011	0	15	35	0	0	0	0	0	0	0	0	20	1	9	0	26	6	5	13	GS|99.6|DQ121389_S000584768;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides;
OTU10113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	SS|1.0000|AY753654_S000426636;k:Bacteria
OTU10115	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	1	1	8	SS|0.9800|JQ773444_S003313793;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU10118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	SS|0.8500|CP001359_S004068953;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU10119	0	2	1	0	0	0	0	0	0	0	0	2	1	0	0	12	5	4	2	GS|97.2|DQ883810_S000728612;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:"Aurantimonadaceae",g:Aureimonas;
OTU1012	0	0	0	0	0	0	0	0	0	0	0	7	14	50	17	15	21	12	8	SS|0.8000|AJ229235_S000018839;k:Bacteria,p:"Verrucomicrobia",c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus
OTU10120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	SS|1.0000|EF457349_S000834774;k:Bacteria
OTU10121	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	SS|1.0000|AJ390458_S000126696;k:Bacteria,p:Latescibacteria,g:Latescibacteria_genera_incertae_sedis
OTU10122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	GS|75.9|AF149018_S000543679;k:Bacteria,p:"Chloroflexi",c:Chloroflexia,o:"Chloroflexales",f:Oscillochloridaceae,g:Oscillochloris;
OTU10123	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	SS|1.0000|AB762695_S003784663;k:Bacteria
OTU10124	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU10126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	GS|99.2|AY359885_S000377972;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae_1,g:Paenibacillus;
OTU10129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	SS|0.9900|AJ231190_S000005131;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU1013	0	0	0	0	0	0	0	0	0	0	0	7	0	33	7	9	14	7	26	GS|100.0|AB249372_S000642493;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Sphingobacteriaceae,g:Sphingobacterium;
OTU10131	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	1	SS|0.8900|AB847449_S004125734;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU10132	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	SS|0.9200|DQ372984_S000649816;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae
OTU10133	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	SS|1.0000|X93479_S000006644;k:Bacteria
OTU10134	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	SS|1.0000|X56305_S000006614;k:Bacteria
OTU10135	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1	1	2	SS|1.0000|KF006333_S003805924;k:Bacteria
OTU10136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	5	SS|1.0000|AF418173_S000393852;k:Bacteria
OTU10137	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	SS|0.8700|EU445271_S001015727;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU10138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	SS|0.8200|AJ233942_S000539319;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae
OTU10139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	SS|1.0000|AF122883_S000841839;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella
OTU1014	0	0	0	0	0	0	0	0	0	0	0	6	4	20	11	20	19	27	27	SS|1.0000|JX260424_S003613674;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,g:Reyranella
OTU10140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	SS|1.0000|AM180156_S000701194;k:Bacteria
OTU10142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	SS|0.9800|JF748733_S003803556;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	SS|1.0000|AJ420142_S000145622;k:Bacteria
OTU10145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	SS|0.9500|HQ540311_S002409687;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU10146	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	SS|1.0000|AB983478_S004263930;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU10147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	GS|0.0|None;No hit
OTU10148	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	SS|0.8000|AJ458462_S000130885;k:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU10149	0	25	45	4	0	25	0	6	0	0	0	0	0	0	0	3	0	0	1	GS|97.6|AF129443_S000387364;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Raoultella;
OTU1015	0	0	0	0	0	0	0	0	0	0	0	8	1	7	9	17	9	58	4	SS|1.0000|AJ315678_S000005734;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU10150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	SS|0.9500|AF288157_S000390728;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU10151	0	0	0	0	0	0	0	0	0	0	0	3	1	4	3	3	6	7	4	SS|1.0000|X62911_S000013732;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10152	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	1	0	2	SS|1.0000|HM371420_S003305872;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU10153	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	SS|0.9700|EF067921_S001020536;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast
OTU10154	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	SS|1.0000|EF117253_S000776302;k:Bacteria
OTU10155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	SS|0.8300|AJ233944_S000539321;k:Bacteria,p:"Proteobacteria"
OTU10157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	SS|1.0000|JX986954_S003749472;k:Bacteria
OTU10159	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	SS|0.8100|EF103128_S000769323;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU1016	0	0	0	0	0	0	0	0	0	0	0	58	71	59	39	81	79	95	99	SS|0.8100|X62912_S000016660;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Blastopirellula
OTU10162	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	1	0	SS|0.9500|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas
OTU10163	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	GS|0.0|None;No hit
OTU10165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	GS|79.8|AB033209_S000382995;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;
OTU10166	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	1	1	5	SS|0.8100|EF457480_S000834905;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp16,g:Gp16
OTU10167	0	0	0	0	0	0	0	0	0	0	0	5	4	11	8	17	10	10	10	GS|98.4|D25311_S000413603;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Rhodoplanes;
OTU10169	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	SS|1.0000|X83274_S000010018;k:Bacteria,p:"Proteobacteria"
OTU1017	0	0	0	0	0	0	0	0	0	0	0	4	8	80	4	15	8	16	2	GS|98.8|AJ233944_S000539321;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales,f:Kofleriaceae,g:Kofleria;
OTU10170	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	3	3	SS|0.9900|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	GSL|79.4|AY225644_S000403104;k:Bacteria,p:"Acidobacteria"
OTU10172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	GS|80.6|AY987368_S000527997;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Dokdonella;
OTU10173	0	0	0	0	0	0	0	0	0	0	0	6	2	2	8	18	18	10	16	SS|0.9000|DQ672568_S000712708;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae
OTU10174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	SS|1.0000|Y07556_S000017487;k:Bacteria
OTU10175	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	SS|0.9800|AY193186_S000401337;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis
OTU10176	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	SS|1.0000|L34421_S000414600;k:Bacteria
OTU10178	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	GS|98.0|EU313814_S000980526;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Flavobacterium;
OTU1018	0	0	0	0	0	0	0	0	0	0	0	22	6	34	14	34	16	45	34	SS|0.8500|HF947551_S003941499;k:Bacteria,p:"Verrucomicrobia"
OTU10180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	GS|80.7|CP010425_U010303684;k:Archaea,p:Woesearchaeota,g:Woesearchaeota_Incertae_Sedis_AR15;
OTU10181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	GS|80.3|FJ469577_S001328493;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfovibrionales,f:Desulfonatronaceae,g:Desulfonatronum;
OTU10184	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	SS|0.9500|U28172_S000437417;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU10186	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	SS|1.0000|AJ009456_S000115949;k:Bacteria
OTU10187	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	SS|0.9800|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU10188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	SS|0.8700|AJ292685_S000019750;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis
OTU10189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	SS|1.0000|AY987368_S000527997;k:Bacteria
OTU1019	0	0	0	0	0	0	0	0	0	0	0	5	10	21	4	27	15	22	24	SS|1.0000|X56305_S000006614;k:Bacteria
