#OTU ID	Leaf-Ctrl2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100.2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Ctrl-2	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2	Taxonomy
OTU2809	0	0	0	0	0	0	0	8	0	0	0	11	0	3	0	3	0	1	4	SS|1.0000|JQ309130_S003619637;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Blastocatella
OTU281	0	76	202	8	0	26	299	3	5	0	0	0	0	0	0	20	5	16	17	GS|0.0|None;No hit
OTU2810	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	14	7	1	12	GS|100.0|JX144961_S003302736;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis;
OTU2811	0	0	0	0	0	0	0	0	0	0	0	5	11	16	9	7	3	5	3	SS|1.0000|AB078046_S000384740;k:Bacteria,p:"Bacteroidetes"
OTU2812	0	0	0	0	0	0	0	0	0	0	0	6	2	3	2	3	3	6	9	SS|0.9800|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2814	0	0	0	0	0	0	0	0	0	0	0	3	3	2	3	3	8	4	7	SS|1.0000|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas
OTU2815	0	0	0	0	0	0	0	0	0	0	0	47	71	229	112	328	156	230	307	GS|97.2|D25313_S000413605;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Rhodoplanes;
OTU2816	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	2	3	6	5	SS|0.9700|AB266389_S002235662;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2817	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	4	5	2	2	SS|1.0000|AB669272_S003609811;k:Bacteria
OTU2818	0	0	0	0	0	0	0	0	0	0	0	1	2	5	3	5	14	3	7	SS|1.0000|AJ292759_S000130039;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio
OTU2819	0	0	0	0	0	0	0	0	0	0	0	1	2	6	1	0	3	1	6	SS|1.0000|U25627_S000437365;k:Bacteria
OTU282	0	6	1	0	0	0	0	0	0	0	0	38	102	40	19	96	113	91	115	GS|100.0|X60070_S000013455;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium;
OTU2820	0	0	0	0	0	0	0	0	0	0	0	1	1	8	7	6	2	2	6	SS|0.8700|FN391026_S001418752;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Singulisphaera
OTU2821	0	0	0	0	0	0	0	0	0	0	0	5	9	1	2	5	2	3	1	SS|1.0000|JQ683778_S003285409;k:Bacteria,p:"Bacteroidetes"
OTU2822	0	0	0	0	0	0	0	0	0	0	0	2	4	7	2	3	11	9	12	SS|1.0000|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas
OTU2823	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	6	0	1	2	SS|0.8300|EF457481_S000834906;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU2824	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	5	SS|0.9700|HM208383_S002168299;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2825	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	16	3	8	1	SS|0.9000|AJ292685_S000019750;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis
OTU2827	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	8	4	5	SS|0.9500|JN033775_S002915377;k:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU2828	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	10	7	12	11	SS|0.9900|X62912_S000016660;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2829	0	0	0	0	0	0	0	0	0	0	0	5	5	17	10	17	9	13	14	SS|1.0000|Z95727_S000017998;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6
OTU283	0	0	1	0	0	0	0	0	0	0	0	48	75	148	97	327	130	235	361	GS|99.2|EF382666_S000806423;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Labrys;
OTU2830	0	2	0	0	0	0	0	0	0	0	0	0	1	4	4	12	6	3	12	SS|1.0000|KC690144_S003720588;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU2831	0	0	0	0	0	0	0	0	0	0	0	1	1	9	3	3	2	1	0	GS|0.0|None;No hit
OTU2832	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	7	2	2	2	GS|77.9|EU135004_S000933598;k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp4;
OTU2833	0	0	0	0	0	0	0	0	0	0	0	10	3	26	22	14	37	12	18	SS|0.9600|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas
OTU2834	0	0	0	0	0	0	0	0	0	0	0	7	10	7	6	15	2	9	16	SS|0.9700|CP001848_S002289094;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula
OTU2835	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	7	3	8	6	SS|1.0000|AJ292759_S000130039;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio
OTU2836	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	1	14	4	5	SS|0.9500|GU117703_S001745411;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,g:Ohtaekwangia
OTU2837	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	GS|100.0|FN421805_S001593419;k:Bacteria,p:"Armatimonadetes",c:Armatimonadia,o:Armatimonadales,f:Armatimonadaceae,g:Armatimonas/Armatimonadetes_gp1;
OTU2838	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	2	21	SS|0.8300|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2839	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	3	17	0	SS|0.9900|GU207874_S002224489;k:Bacteria,p:"Proteobacteria"
OTU284	0	0	22	0	0	0	0	0	0	0	0	46	42	244	117	394	155	243	376	GS|98.4|AB258386_S000701146;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas;
OTU2840	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8500|U87101_S000438638;k:Bacteria,p:"Bacteroidetes"
OTU2841	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AF319778_S000002840;k:Bacteria,p:"Bacteroidetes"
OTU2842	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU2843	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	6	5	6	5	SS|0.9200|KC109787_S003750313;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU2844	0	0	0	0	0	0	0	0	0	0	0	1	5	3	1	4	0	3	0	SS|0.9800|AJ231184_S000008536;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2845	0	0	0	0	0	0	0	0	0	0	0	5	4	3	3	5	7	13	11	SS|1.0000|AJ582044_S000144746;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp2,g:Gp2
OTU2846	0	0	0	0	0	0	0	0	0	0	0	24	14	52	34	35	27	23	39	GS|97.6|EF457387_S000834812;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;
OTU2847	0	0	1	6	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU2848	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	4	2	15	16	SS|0.9100|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	GS|0.0|None;No hit
OTU285	0	0	0	0	0	0	0	0	0	0	0	16	15	29	14	119	39	106	189	GS|100.0|HQ657320_S002909597;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae_1,g:Paenibacillus;
OTU2850	0	0	0	0	0	0	0	0	0	0	0	2	4	3	1	8	4	15	17	SS|0.9100|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2851	0	0	0	0	0	0	0	0	0	0	0	1	7	5	3	3	0	3	4	SS|0.9800|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2853	0	0	0	0	0	0	0	0	0	0	0	2	3	3	1	2	4	2	3	SS|0.9900|FR774778_S002350910;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales
OTU2854	0	2	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|Y16263_S000014978;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Kocuria;
OTU2855	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	3	1	5	3	GS|80.3|gwa2_scaffold_3934_16S_1_U010303686;k:Archaea,p:Woesearchaeota,g:Woesearchaeota_Incertae_Sedis_AR18;
OTU2856	0	0	0	0	0	0	0	0	0	0	0	4	7	0	2	12	4	3	3	SS|1.0000|FN391026_S001418752;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2857	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	5	8	SS|0.8100|AF223382_S000389424;k:Bacteria,p:"Proteobacteria"
OTU2858	0	0	0	0	0	0	0	0	0	0	0	5	0	5	11	12	4	6	4	GS|98.0|GQ281768_S001576871;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Chiayiivirga;
OTU2859	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	SS|0.9600|EU685841_S001153280;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria
OTU286	0	0	4	0	0	0	0	0	0	0	0	191	198	587	342	1083	549	846	1344	GS|99.6|AF508208_S000458752;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Mesorhizobium;
OTU2860	0	22	63	8	0	1	5	3	1	0	0	0	0	0	0	0	0	0	0	SS|0.9900|HQ439186_S002305818;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas
OTU2861	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	1	2	10	2	SS|1.0000|HM038000_S002167714;k:Bacteria
OTU2863	0	0	0	0	0	0	0	0	0	0	0	9	1	6	0	2	1	0	3	SS|0.9800|AB847449_S004125734;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU2864	0	0	0	0	0	0	0	0	0	0	0	12	3	3	1	5	3	5	17	GS|98.8|AF498709_S000395284;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;
OTU2865	0	0	0	0	0	0	0	0	0	0	0	13	12	8	12	70	44	28	63	GS|97.6|JQ346802_S003290742;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Cryptosporangiaceae,g:Jatrophihabitans;
OTU2866	0	0	0	0	0	0	0	0	0	0	0	11	2	2	6	8	6	12	11	SS|1.0000|EF424395_S000824942;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Flavobacterium
OTU2867	0	0	0	0	0	0	0	0	0	0	0	0	11	8	4	2	3	1	10	SS|0.9600|FR774778_S002350910;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales
OTU2868	0	0	0	0	0	0	0	0	0	0	0	1	2	5	6	6	3	5	8	SS|0.9900|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Zavarzinella
OTU2869	0	0	0	0	0	0	0	0	0	0	0	11	0	2	1	2	2	0	4	SS|1.0000|AB078046_S000384740;k:Bacteria,p:"Bacteroidetes"
OTU287	0	0	6	0	0	0	0	0	0	0	0	258	126	574	475	678	368	489	830	GS|100.0|AB192292_S000650534;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Terrimonas;
OTU2870	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	11	6	4	8	SS|1.0000|AB669272_S003609811;k:Bacteria
OTU2871	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	6	4	6	3	GS|74.3|U31080_S000437467;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Desulfovibrionales,f:Desulfovibrionaceae,g:Desulfovibrio;
OTU2872	0	0	0	0	0	0	0	0	0	0	0	0	1	5	7	5	3	3	3	SS|0.9300|AY289394_S000405864;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp7,g:Gp7
OTU2873	0	0	0	0	0	0	0	0	0	0	0	10	1	13	4	7	6	17	19	SS|1.0000|AM940019_S000995019;k:Bacteria
OTU2874	0	0	0	0	0	0	0	0	0	0	0	1	2	9	5	6	4	2	2	SS|0.9300|FJ177532_S001188354;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU2875	0	0	0	0	0	0	0	0	0	0	0	12	8	1	2	7	4	4	6	SS|0.8400|EU656113_S001098929;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU2876	0	0	15	0	0	0	0	0	0	0	0	5	0	1	2	0	2	0	1	SS|0.9700|EF067921_S001020536;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Bacillariophyta
OTU2877	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	9	1	12	7	SS|1.0000|AF234701_S000340015;k:Bacteria
OTU2878	0	1	0	0	0	0	0	0	0	0	0	2	0	3	1	3	4	2	8	SS|0.9800|AJ292687_S000017618;k:Bacteria,p:candidate_division_WPS-1,g:WPS-1_genera_incertae_sedis
OTU2879	0	0	0	0	0	0	0	0	0	0	0	3	2	9	9	10	3	5	13	SS|0.9500|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU288	0	0	0	0	0	0	0	0	0	0	0	17	30	210	88	91	63	46	69	SS|0.9500|AF075271_S000428476;k:Bacteria,p:"Verrucomicrobia",c:Opitutae,o:Opitutales,f:Opitutaceae
OTU2880	0	0	0	0	0	0	0	0	0	0	0	1	2	17	4	0	0	3	0	SS|0.8900|AJ833647_S000417333;k:Bacteria,p:"Proteobacteria"
OTU2881	0	0	0	0	0	0	0	0	0	0	0	0	2	9	7	18	8	6	16	SS|0.9000|KF459924_S004053537;k:Bacteria,p:"Actinobacteria"
OTU2882	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	7	0	3	9	GS|81.4|AB091194_S000262393;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Frateuria;
OTU2883	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	9	7	3	3	SS|1.0000|AB308475_S000870713;k:Bacteria
OTU2884	0	0	0	0	0	0	0	0	0	0	0	2	1	4	4	1	4	1	4	SS|0.8200|CP001359_S004068953;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU2885	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	7	2	5	4	SS|0.9800|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2886	0	0	0	0	0	0	0	0	0	0	0	3	0	3	4	6	2	11	11	SS|1.0000|JQ345500_S003290740;k:Bacteria
OTU2888	0	0	0	0	0	0	0	0	0	0	0	4	6	7	1	7	2	3	9	SS|0.9700|X56305_S000006614;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2889	0	0	0	0	0	0	0	0	0	0	0	6	1	6	3	5	9	14	6	SS|0.9900|X62912_S000016660;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU289	0	0	0	0	0	0	0	0	0	0	0	70	48	57	19	58	29	251	79	SS|0.9600|AY326530_S000138756;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4
OTU2890	0	0	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU2891	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	4	4	6	0	SS|0.9900|JN880417_S002963694;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2892	0	0	0	0	0	0	0	0	0	0	0	1	0	6	3	3	1	5	3	SS|0.8400|AF230531_S000389682;k:Bacteria,p:"Proteobacteria"
OTU2893	0	0	0	0	0	0	0	0	0	0	0	34	6	15	10	31	23	41	29	SS|0.9700|EF605262_S000995323;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2894	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	5	1	10	7	SS|1.0000|HE996968_S003722331;k:Bacteria
OTU2895	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	5	7	4	SS|1.0000|AB510913_S002038860;k:Bacteria
OTU2896	0	0	0	0	0	0	0	0	0	0	0	2	1	6	3	6	3	3	3	SS|1.0000|HM750216_S002232697;k:Bacteria
OTU2897	0	0	0	0	0	0	0	0	0	0	0	1	13	15	6	8	5	4	11	SS|0.9900|KC252613_S003753597;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU2898	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	4	2	11	13	SS|0.8000|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia
OTU2899	0	0	0	0	0	0	0	0	0	0	0	3	1	4	6	5	3	2	4	SS|1.0000|AB490811_S001587410;k:Bacteria
OTU29	0	0	27	0	0	0	0	0	0	0	0	290	931	5030	2056	3109	1595	1939	4833	GS|99.2|DQ244076_S000620069;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Niastella;
OTU290	0	29	179	256	0	17	17	23	1	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU2900	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	8	5	13	22	SS|0.8900|AB016470_S000382370;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU2902	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	5	3	3	2	SS|0.9500|AJ251623_S000008660;k:Bacteria,p:"Proteobacteria"
OTU2903	0	0	0	0	0	0	0	0	0	0	0	9	9	5	9	12	9	10	7	SS|0.9400|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2904	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	5	1	3	5	GS|83.4|AJ292759_S000130039;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio;
OTU2905	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	4	2	1	4	SS|0.9100|HE795994_S003277890;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae
OTU2906	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	9	5	3	11	SS|0.8200|AJ233944_S000539321;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Myxococcales
OTU2907	0	0	1	0	0	0	0	0	0	0	0	53	11	19	19	108	43	95	121	GSL|98.8|AB236956_S000606744;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micromonosporaceae
OTU2908	0	0	0	0	0	0	0	0	0	0	0	5	5	9	3	4	10	8	4	SS|0.8300|U28172_S000437417;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria
OTU2909	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|EF094888_S000769160;k:Bacteria
OTU2910	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	7	2	3	2	SS|1.0000|FN391026_S001418752;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2911	0	0	0	0	0	0	0	0	0	0	0	6	2	7	5	1	0	4	4	SS|0.9400|JF748733_S003803556;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU2912	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	9	5	10	17	SS|0.9400|AF506513_S000701177;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU2913	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	9	2	1	4	SS|0.9300|EF515998_S000840440;k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp5
OTU2914	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	7	3	0	4	SS|0.9700|EU135022_S000933616;k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp4
OTU2916	0	0	0	0	0	0	0	0	0	0	0	4	0	3	3	6	5	2	3	SS|1.0000|AM086646_S000592818;k:Bacteria
OTU2917	0	0	0	0	0	0	0	0	0	0	0	7	4	9	7	17	8	20	27	SS|1.0000|AB025317_S000022213;k:Bacteria
OTU2918	0	0	0	0	0	0	0	0	0	0	0	16	0	8	4	20	6	8	13	GS|80.6|AJ231190_S000005131;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Rubinisphaera;
OTU292	0	0	33	0	0	0	0	0	0	0	0	68	55	101	58	119	83	235	151	GS|98.0|JX131369_S003744325;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium;
OTU2921	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	3	1	9	SS|0.9900|FN298515_S001353159;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae
OTU2922	0	0	0	0	0	0	0	0	0	0	0	3	0	2	10	1	1	4	3	SS|0.9500|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas
OTU2923	0	0	0	0	0	0	0	0	0	0	0	3	0	11	2	13	1	11	14	SS|1.0000|JF423906_S002447326;k:Bacteria
OTU2924	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	5	2	5	6	SS|0.9900|AB245334_S000627870;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU2925	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	4	0	10	2	SS|0.8400|Y07556_S000017487;k:Bacteria,p:"Chlamydiae",c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Parachlamydia
OTU2926	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU2927	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1	7	5	7	4	GS|98.0|EF457481_S000834906;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp4,g:Gp4;
OTU2928	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	8	8	10	9	SS|0.9800|AB517669_S002164967;k:Bacteria,p:"Actinobacteria",c:Actinobacteria
OTU2929	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	5	0	0	7	SS|1.0000|AY388649_S000419259;k:Bacteria
OTU293	0	0	0	0	0	0	0	0	0	0	0	6	10	86	30	134	67	29	201	SS|1.0000|AM180156_S000701194;k:Bacteria
OTU2930	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	9	2	9	14	SS|1.0000|KJ634465_S004217796;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae
OTU2931	0	11	20	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU2932	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	5	1	2	5	GS|100.0|AY987368_S000527997;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Dokdonella;
OTU2933	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|M59155_S000436518;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2934	0	0	0	0	0	0	0	0	0	0	0	11	2	5	8	17	5	9	6	SS|1.0000|AY567473_S000360754;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU2935	0	0	0	0	0	0	0	0	0	0	0	16	8	30	16	60	30	77	48	SS|1.0000|DQ986200_S000736608;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Aquisphaera
OTU2936	0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	1	2	4	3	SS|0.9100|Y18216_S000010431;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Phenylobacterium
OTU2937	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|GQ342559_S003611109;k:Bacteria,p:"Bacteroidetes",c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Spirosoma
OTU2938	0	0	0	0	0	0	0	0	0	0	0	0	4	7	5	6	4	5	4	SS|0.8800|AM162406_S000650674;k:Bacteria,p:"Planctomycetes",c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae
OTU294	0	0	0	0	0	0	0	0	0	0	0	70	111	100	10	55	93	91	77	SS|1.0000|AM180156_S000701194;k:Bacteria
