#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU3643	SS|0.8600|MH864803|SH1552377.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Schizothyriaceae,g:Johansonia,s:Johansonia chapadensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU3644	GS|98.9|KP266897|SH1546322.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium solani	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium solani	k:Fungi	No hit
OTU3645	SS|1.0000|KJ701474|SH1570941.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	No hit
OTU3647	GS|100.0|KR093935|SH1517982.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae,g:Chloridium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae,g:Chloridium	k:Fungi	No hit
OTU3650	GS|98.7|EU177576|SH1565596.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Trimorphomycetaceae,g:Saitozyma,s:Saitozyma flava	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Trimorphomycetaceae,g:Saitozyma,s:Saitozyma flava	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Trimorphomycetaceae,g:Saitozyma,s:Saitozyma flava	No hit
OTU3651	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3652	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3653	GS|100.0|KF535949|SH1553585.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3656	GS|100.0|KY962980|SH1650813.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema fusca	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema fusca	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema fusca	No hit
OTU3658	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3660	GS|97.0|HQ243176|SH1505529.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3662	SS|0.8900|MH863523|SH1565553.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Geastrumia,s:Geastrumia polystigmatis	k:Fungi,p:Ascomycota	No hit
OTU3663	GS|70.7|UDB014586|SH1556240.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit	No hit
OTU3664	SS|1.0000|KJ701474|SH1570941.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3665	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3668	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3669	GS|97.6|KM041764|SH1184233.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3670	SS|1.0000|KU931500|SH1574545.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3671	GS|100.0|KT581672|SH1556463.08FU;k:Fungi,p:Basidiomycota,c:Atractiellomycetes,o:Atractiellales	k:Fungi,p:Basidiomycota,c:Atractiellomycetes,o:Atractiellales	k:Fungi,p:Basidiomycota	No hit
OTU3673	GS|99.2|KU977887|SH1646320.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria chiangraina	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria,s:Phaeosphaeria chiangraina	No hit
OTU3675	GS|97.0|MG836646|SH1646323.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeriopsis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeriopsis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU3676	GS|71.8|GU187861|SH3227868.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes	No hit	No hit
OTU3678	SS|0.8600|KF617311|SH1143684.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Patellariales,f:Patellariaceae,g:Banhegyia	k:Fungi,p:Ascomycota	No hit
OTU3680	GS|100.0|KF675725|SH1182599.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3681	GS|98.2|GQ999215|SH1646430.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU3682	GSL|99.6|MN472868|SH1551803.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	No hit
OTU3683	SS|0.8100|UDB037658|SH1611271.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Cystolepiota,s:Cystolepiota seminuda	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Cystolepiota,s:Cystolepiota seminuda	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Cystolepiota,s:Cystolepiota seminuda	No hit
OTU3687	GS|98.8|MH864060|SH1554076.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,g:Xenasmatella,s:Xenasmatella ardosiaca	k:Fungi,p:Basidiomycota,c:Agaricomycetes,g:Xenasmatella,s:Xenasmatella ardosiaca	k:Fungi,p:Basidiomycota,c:Agaricomycetes,g:Xenasmatella,s:Xenasmatella ardosiaca	No hit
OTU3689	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3690	SS|0.8800|KM041773|SH1571281.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus	No hit
OTU3692	SS|1.0000|KJ701206|SH1613469.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes	k:Fungi,p:Basidiomycota	No hit
OTU3693	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3694	SS|0.9600|KF836907|SH1183156.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3695	SS|0.8600|EU003025|SH1655330.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit
OTU3697	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3699	SS|0.9500|JX042913|SH1169040.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU3700	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3701	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3702	GS|98.6|UDB014088|SH1510275.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,g:Peniophorella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,g:Peniophorella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,g:Peniophorella	No hit
OTU3703	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3704	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3706	SS|1.0000|UDB0753838|SH1571281.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3707	GS|71.0|KM108758|SH1244450.08FU;k:Ichthyosporia,c:Ichthyosporea	k:Ichthyosporia,c:Ichthyosporea	No hit	No hit
OTU3709	GS|100.0|KY555000|SH1529999.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium rubidurum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium rubidurum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	No hit
OTU3710	SS|1.0000|UDB0750683|SH3327057.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3711	SS|1.0000|KY980675|SH1544539.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Steccherinaceae,g:Junghuhnia,s:Junghuhnia carneola	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	No hit
OTU3712	GS|100.0|KU659609|SH1245737.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Tubulicrinaceae,g:Tubulicrinis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Tubulicrinaceae,g:Tubulicrinis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Tubulicrinaceae,g:Tubulicrinis	No hit
OTU3713	GS|97.7|JF439131|SH1505473.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus,s:Glomus aggregatum	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus,s:Glomus aggregatum	k:Fungi	No hit
OTU3714	GS|72.3|UDB014586|SH1556240.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit	No hit
OTU3715	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3716	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3717	SS|0.9800|AY035644|SH1245285.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,g:Entrophospora	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,g:Entrophospora	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,g:Entrophospora	No hit
OTU3718	GS|100.0|HQ269814|SH1551758.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae	No hit
OTU3720	SS|0.9200|KT991677|SH1646567.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,g:Rhamphoria,s:Rhamphoria pyriformis	k:Fungi,p:Ascomycota,c:Sordariomycetes,g:Rhamphoria,s:Rhamphoria pyriformis	k:Fungi,p:Ascomycota,c:Sordariomycetes,g:Rhamphoria,s:Rhamphoria pyriformis	No hit
OTU3721	GS|97.6|FJ571432|SH1175736.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi	No hit
OTU3723	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3724	SS|0.8200|KY114705|SH1547691.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3726	GS|100.0|EF433559|SH1566930.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Hymenochaetaceae,g:Fomitiporia,s:Fomitiporia punctata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Hymenochaetaceae,g:Fomitiporia,s:Fomitiporia punctata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Hymenochaetaceae	No hit
OTU3727	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3728	GS|97.4|LC169830|SH1546728.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	No hit
OTU3729	SS|0.8900|KR909171|SH1214639.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Myriangiaceae,g:Myriangium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Myriangiaceae,g:Myriangium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Myriangiaceae,g:Myriangium	No hit
OTU3730	GSL|98.5|MK100176|SH1547057.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Epicoccum,s:Epicoccum nigrum	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Epicoccum,s:Epicoccum nigrum	No hit
OTU3731	GS|81.4|MF971827|SH1239437.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU3733	SS|1.0000|AY805627|SH1657528.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU3735	GS|71.0|HF947918|SH1515979.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales	No hit	No hit
OTU3736	SS|0.8200|KP992094|SH1615017.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Phaeomoniellales	k:Fungi,p:Ascomycota,c:Eurotiomycetes	No hit
OTU3737	SS|0.9400|DQ683978|SH1511530.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU3738	GS|97.3|KT328643|SH1175728.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU3739	GS|97.0|AF516594|SH1520933.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Polyporus,s:Polyporus tuberaster	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Polyporus,s:Polyporus tuberaster	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Polyporus,s:Polyporus tuberaster	No hit
OTU3740	SS|1.0000|GU054165|SH1240061.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3741	GS|98.9|KF856504|SH1510718.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Irpicaceae,g:Byssomerulius,s:Byssomerulius corium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Irpicaceae,g:Byssomerulius,s:Byssomerulius corium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Irpicaceae,g:Byssomerulius,s:Byssomerulius corium	No hit
OTU3742	SS|1.0000|FM992377|SH1570902.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus irregularis	k:Fungi	No hit
OTU3743	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3744	GSL|99.6|MH911357|SH1529990.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	No hit
OTU3745	SS|0.8900|KF777185|SH1242257.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coronophorales,f:Scortechiniaceae,g:Pseudocatenomycopsis,s:Pseudocatenomycopsis rothmanniae	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU3746	SS|1.0000|MF976708|SH1245747.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3747	GS|98.9|AB456127|SH1603282.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Sapindales,f:Rutaceae,g:Citrus,s:Citrus sinensis	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Sapindales,f:Rutaceae,g:Citrus,s:Citrus sinensis	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae	No hit
OTU3748	GSL|100.0|MN542353|SH1549902.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	No hit
OTU3749	GS|77.5|MK050380|SH2712210.08FU;k:Fungi,p:Basidiomycota,c:Spiculogloeomycetes	k:Fungi,p:Basidiomycota,c:Spiculogloeomycetes	No hit	No hit
OTU3750	GS|97.0|KX515677|SH1155510.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	No hit
OTU3751	SS|0.9500|JF439096|SH1523621.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Diversisporaceae,g:Corymbiglomus,s:Corymbiglomus tortuosum	k:Fungi	No hit
OTU3752	GS|97.0|KX515677|SH1155510.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	No hit
OTU3753	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3754	SS|0.9900|KY948779|SH1146351.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Irpicaceae,g:Ceriporia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	No hit
OTU3755	SS|1.0000|MG720611|SH1577459.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Dothistroma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	No hit
OTU3756	SS|0.9400|GU053837|SH1241081.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales	No hit
OTU3757	GS|100.0|HQ607850|SH1594514.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU3758	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3759	SS|0.9200|KT215252|SH1187386.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia	No hit
OTU3760	GS|99.5|MH859420|SH1569899.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium hennebertii	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium hennebertii	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium hennebertii	No hit
OTU3761	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3762	SS|0.9900|KM041773|SH1571281.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	No hit
OTU3763	GSL|100.0|EU726632|SH1577466.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Pseudocercospora,s:Pseudocercospora bixae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Pseudocercospora	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Pseudocercospora,s:Pseudocercospora bixae	No hit
OTU3764	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3766	SS|1.0000|KJ701474|SH1570941.08FU;k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	No hit
OTU3767	GS|98.0|KM095508|SH1522830.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Stephanonectria,s:Stephanonectria keithii	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Stephanonectria,s:Stephanonectria keithii	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Stephanonectria,s:Stephanonectria keithii	No hit
OTU3768	SS|0.9400|KY555057|SH1570781.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizoglomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3769	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3770	GSL|100.0|MN553677|SH1526067.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae	No hit
OTU3771	SS|0.9500|KF836899|SH1189735.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus intraradices	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU3772	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3773	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3774	SS|0.8900|MF971784|SH1246734.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3775	SS|0.9000|KC222820|SH1512548.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU3776	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3778	SS|1.0000|UDB0752724|SH3210870.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU3780	GS|0.0|None;No hit	No hit	No hit	No hit
OTU3781	GS|78.6|MK050383|SH1538823.08FU;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales,f:Erythrobasidiaceae,g:Bannoa	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales,f:Erythrobasidiaceae,g:Bannoa	No hit	No hit
OTU3782	GS|85.5|JX383780|SH3207265.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU3784	GS|99.6|GU054018|SH1529574.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales	No hit
OTU3785	SS|0.8200|MG833757|SH2708586.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Vararia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Vararia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Lachnocladiaceae,g:Vararia	No hit
OTU3786	SS|0.9500|KY979746|SH1577473.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Parateratosphaeria,s:Parateratosphaeria stirlingiae	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
