OTU ID	Leaf-Ctrl-1	Leaf-Ctrl-2	Leaf-L3.9-Mericon100-1	Leaf-L3.9-Mericon100-2	Leaf-L3.9-PlantPro100-1	Leaf-L3.9-PlantPro100-2	Leaf-L7-PlantPro100-1	Leaf-L7-PlantPro100-2	Leaf-Magmax100-1	Leaf-Magmax100-2	Root-Ctrl-1	Root-Magmax100-1	Root-Magmax100-2	Root-R3.9-Mericon100-1	Root-R3.9-Mericon100-2	Root-R3.9-PlantPro100-1	Root-R3.9-PlantPro100-2	Root-R7-PlantPro100-1	Root-R7-PlantPro100-2
OTU1962	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
OTU1964	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0
OTU1965	0	0	4	3	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1966	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	2	3	0	1
OTU1967	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1969	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU197	0	0	225	177	291	116	40	134	416	144	0	0	0	14	1	2	32	0	10
OTU1970	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1972	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU1973	0	0	2	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU1974	0	0	1	16	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU1975	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
OTU1976	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1978	0	0	0	0	0	0	0	0	0	0	0	6	5	0	7	0	0	0	0
OTU1979	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	11
OTU198	0	0	143	394	317	52	197	228	85	0	0	0	10	0	0	0	0	0	0
OTU1980	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
OTU1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	5	1
OTU1982	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
OTU1983	0	0	1	3	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0
OTU1984	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1985	0	0	1	6	10	3	0	0	0	0	0	0	4	0	0	4	0	4	2
OTU1986	0	0	0	3	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0
OTU1988	0	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1989	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	2
OTU1990	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0
OTU1991	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1993	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1994	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	17	0	3	1
OTU1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
OTU1997	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1999	0	0	4	3	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU2	20	3	140725	171565	245828	244070	223608	105798	201129	108671	0	190	658	363	133	296	1529	339	745
OTU20	0	0	0	0	0	5	0	0	0	0	0	10648	13920	25995	20174	13600	27753	11366	11264
OTU200	0	0	303	292	211	74	207	93	92	1	0	66	3	110	17	37	4	0	15
OTU2000	0	0	0	1	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU2001	0	0	0	0	0	0	0	0	0	0	0	5	6	3	3	5	7	5	4
OTU2002	0	0	0	0	0	0	0	0	0	0	0	16	0	0	5	3	0	0	2
OTU2003	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	10	4
OTU2004	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2005	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU2006	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU2008	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	1	0	0	0
OTU2009	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	1	0	0	0
OTU201	0	0	302	41	21	1	1	2	81	0	0	1217	3	1	0	10	44	10	11
OTU2010	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2011	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2012	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2013	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2014	0	0	12	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU2016	0	0	0	1	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0
OTU2017	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4	5	4	0	1
OTU2019	0	0	0	4	0	0	0	0	0	0	0	0	12	1	2	3	2	6	1
OTU202	0	0	0	0	0	0	0	0	0	0	0	42	561	359	296	127	60	153	125
OTU2020	0	0	0	0	0	0	0	0	0	0	0	3	0	1	11	6	0	6	0
OTU2021	0	0	13	3	11	14	10	10	1	3	0	0	0	0	0	0	0	0	0
OTU2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
OTU2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
OTU2027	0	0	9	38	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2028	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2029	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	1	1
OTU203	0	0	0	0	0	0	0	0	0	0	0	2	492	511	547	28	22	61	32
OTU2030	0	0	0	0	0	0	0	4	0	0	0	2	0	4	0	1	0	0	5
OTU2032	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2033	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2034	0	0	6	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2036	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0
OTU2037	0	0	4	6	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0
OTU2038	0	0	2	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2039	0	0	0	1	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0
OTU204	0	0	92	129	43	51	76	22	41	63	0	888	8	27	31	19	75	54	25
OTU2040	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
OTU2041	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	3	0	4
OTU2043	0	0	0	0	0	0	0	0	0	0	0	7	2	0	4	0	4	6	0
OTU2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
OTU2045	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0
OTU2047	0	0	0	0	0	0	0	0	0	0	0	6	1	2	4	0	3	1	3
OTU2048	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU205	0	0	0	0	0	0	0	0	0	0	0	17	82	73	616	17	113	150	732
OTU2050	0	0	0	0	0	0	0	0	0	0	0	28	29	67	38	22	79	18	24
OTU2051	0	0	0	0	0	0	0	0	0	0	0	1	4	4	4	4	7	8	11
OTU2054	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	0	0	0	0
OTU2055	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
OTU2056	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2058	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0
OTU2059	0	0	10	9	25	10	8	6	10	12	0	0	0	0	0	0	0	0	0
OTU206	0	0	200	243	109	86	499	79	116	196	0	6	5	17	30	36	12	10	77
OTU2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12
OTU2061	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6	3	3	3
OTU2063	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2064	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	1	0
OTU2065	0	0	0	0	0	0	0	0	0	0	0	961	2031	893	1204	444	920	2108	394
OTU2067	0	0	0	0	0	0	0	0	0	0	0	0	24	12	7	0	13	0	6
OTU2068	0	0	4	2	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU2069	0	0	3	1	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU207	0	0	175	359	142	176	169	444	159	58	0	0	1	1	4	2	3	0	9
OTU2070	0	0	9	8	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2071	0	0	16	3	1	2	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU2073	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	5	1	2
OTU2074	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	2
OTU2078	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	0	4
OTU2079	0	0	9	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU208	0	0	4	0	0	0	0	0	0	0	0	3	1	22	23	27	343	923	453
OTU2080	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU2081	0	0	5	9	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2082	0	0	0	14	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2083	0	0	1	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2084	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	1	4
OTU2085	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	2
OTU2086	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
OTU2087	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	3	0	0	1
OTU2088	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
OTU2089	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0
OTU209	0	0	0	0	0	0	0	0	0	0	0	43	36	105	119	308	158	982	379
OTU2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0
OTU2092	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
OTU2094	0	0	0	0	0	0	0	0	0	0	0	15	5	0	1	2	4	2	6
OTU2096	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU2097	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	13	3	0
OTU2099	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21	0	0	4	34	0	0	0	0	0	58	0	3024	5296	4772	4961	12809	12491	14547	16730
OTU210	0	0	0	0	0	0	0	0	0	0	0	89	294	429	1238	256	293	772	550
OTU2100	0	0	10	6	4	2	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
OTU2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
OTU2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	2	0
OTU2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	3
OTU2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4
OTU2109	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	16	0	0	1
OTU211	0	0	0	0	0	0	0	0	0	0	0	10	33	105	8	89	1409	226	238
OTU2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
OTU2111	0	0	0	0	0	0	0	0	0	0	0	16	12	32	26	15	36	12	16
OTU2112	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0
OTU2113	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2114	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2115	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	6	2	6
OTU2116	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2117	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU2118	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2119	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU212	0	0	1	1	0	9	0	0	0	0	0	57	30	36	90	206	321	555	620
OTU2120	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2121	0	0	1	7	7	2	1	2	7	7	0	0	0	0	0	0	0	0	0
OTU2122	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2123	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2124	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2126	0	0	9	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2127	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
OTU2128	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU213	0	0	260	207	37	250	95	47	0	228	0	0	0	8	17	1	13	0	22
OTU2130	0	0	0	0	0	0	0	0	0	0	0	10	0	20	1	9	11	1	11
OTU2131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	13	0
OTU2132	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2133	0	0	13	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2134	0	0	1	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0
OTU2135	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2138	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2139	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU214	0	0	0	0	0	0	0	0	0	0	0	476	3	83	873	141	153	10	193
OTU2140	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU2141	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
OTU2143	0	0	8	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2144	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2145	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
OTU2146	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	9	0	0
OTU2147	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	5	3	0
OTU2148	0	0	2	13	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
OTU215	0	0	0	0	0	0	0	0	0	0	0	18	115	145	728	11	97	137	956
OTU2150	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	1	8	1	0
OTU2151	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	2	1	0
OTU2152	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2154	0	0	1	3	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU2157	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU2160	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2161	0	0	0	0	0	0	0	0	0	0	0	1	6	26	10	14	17	12	14
OTU2162	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU2163	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	9	3
OTU2164	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2165	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2166	0	0	4	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2167	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2169	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	4	0
OTU217	0	0	0	0	0	0	0	0	0	0	0	1	892	11	22	16	47	15	15
OTU2170	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2171	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
OTU2175	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3
OTU2177	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2178	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
OTU218	0	0	233	90	307	200	2	47	2	0	0	998	50	3	19	10	7	2	6
OTU2180	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2182	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2183	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2184	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	4	0	1
OTU2185	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2
OTU2186	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2187	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU2189	0	0	0	0	0	0	0	0	0	0	0	25	20	59	41	31	22	8	12
OTU219	0	0	151	213	146	137	119	229	81	144	0	0	0	0	0	0	0	0	0
OTU2190	0	0	0	0	0	1	0	0	0	0	0	0	0	12	11	0	0	0	0
OTU2192	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2193	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2194	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
OTU2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1
OTU2196	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2197	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU2198	0	0	2	1	11	7	0	9	2	0	0	0	0	0	0	0	0	0	0
OTU2199	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU22	0	0	2414	24052	1395	470	1548	586	6920	5983	0	22193	492	1804	1123	8448	3579	2923	2217
OTU220	0	0	108	552	96	25	114	189	11	0	0	109	0	46	57	50	11	24	56
OTU2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
OTU2202	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	18	3
OTU2203	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2204	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2206	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OTU2207	0	0	0	2	3	0	2	0	1	0	0	1	0	0	0	0	0	0	0
OTU2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
OTU221	0	0	187	117	103	82	57	51	469	94	0	0	0	0	1	0	0	0	0
OTU2210	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	1	3	0	0
OTU2212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	7	0
OTU2213	0	0	0	1	4	2	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU2214	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2215	0	0	0	0	0	0	0	0	0	0	0	0	4	11	50	11	8	25	12
OTU2217	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	5	0	2	4
OTU2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0
OTU222	0	0	71	54	52	204	29	1151	48	0	0	0	0	0	0	0	0	0	0
OTU2220	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU2222	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU2223	0	0	0	0	0	0	0	0	0	0	0	3	0	1	4	5	6	6	0
OTU2225	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0
OTU2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	1
OTU2227	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2228	0	0	4	4	4	10	13	9	2	2	0	0	0	0	0	0	0	0	0
OTU2229	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU223	0	0	13	1	0	0	0	0	0	0	0	56	320	229	335	540	158	54	222
OTU2231	0	0	0	7	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0
OTU2233	0	0	69	106	90	287	220	23	37	25	0	0	0	0	0	0	0	0	0
OTU2234	0	0	0	0	0	2	0	0	0	0	0	0	4	5	0	0	0	0	0
OTU2235	0	0	8	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2236	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0
OTU2237	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	7	0	3
OTU2238	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU224	0	0	0	0	0	0	0	0	0	0	0	3112	273	408	260	205	377	216	171
OTU2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0
OTU2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	13	0
OTU2243	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU2244	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
OTU2245	0	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2247	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU2249	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU225	0	0	112	47	490	159	62	152	47	410	0	16	0	19	3	22	14	15	0
OTU2250	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2252	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2253	0	0	0	0	0	0	0	0	0	0	0	2	0	11	5	7	1	3	3
OTU2254	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2255	0	0	3	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2256	0	0	0	0	0	0	0	0	0	0	0	0	5	8	7	1	0	0	1
OTU2257	0	0	11	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2258	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU226	0	0	0	0	0	0	0	0	0	0	0	9	981	76	155	58	205	32	142
OTU2260	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0
OTU2261	0	0	0	0	0	0	0	0	0	0	0	1	6	25	40	23	38	16	7
OTU2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0
OTU2263	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	1	0	4	0
OTU2264	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	5	1	0	2
OTU2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU2266	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU2267	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	7	0	0
OTU2268	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2269	0	0	1	0	0	2	0	8	9	0	0	0	0	0	0	0	0	0	0
OTU227	0	0	0	0	0	0	0	0	0	0	0	9	0	184	512	175	158	212	249
OTU2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0
OTU2272	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	14	1	2
OTU2273	0	0	0	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2275	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	4	3
OTU2277	0	0	0	0	0	0	0	0	0	0	0	2	0	8	9	5	5	0	6
OTU2278	0	0	0	0	0	0	0	0	0	0	0	25	38	44	51	66	36	53	57
OTU2279	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2280	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
OTU2281	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU2283	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2286	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2287	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2288	0	0	0	0	0	0	0	0	0	0	0	7	9	17	11	13	20	7	11
OTU2289	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	5	9	5
OTU229	0	0	156	59	46	159	40	161	411	141	0	801	48	18	3	33	39	1	32
OTU2290	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2291	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	0	21
OTU2293	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2294	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
OTU2296	0	0	0	0	0	0	0	0	0	0	0	16	22	29	26	12	32	1	10
OTU2297	0	0	61	65	28	258	111	25	6	12	0	0	0	0	0	0	0	0	0
OTU2298	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	4	0	0	0
OTU2299	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU23	0	0	0	0	0	0	0	0	0	0	0	3382	3497	9407	4469	23032	12469	16369	6435
OTU230	0	0	0	0	0	0	0	0	0	0	0	2	1	53	41	167	474	248	418
OTU2300	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0
OTU2301	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2303	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2304	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2305	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2306	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2307	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU231	0	0	0	0	0	0	0	0	0	0	0	0	345	375	443	36	16	44	11
